Expenses,Amount Spent
Movie Ticket,-3396.2505
Hamilton Move & Storage,33.02
Whole Foods,-1301.5
Restaurant - Burgers,-1105.56
Restaurant - Chinese,-1883.7205
Ice Skating Rink,-3257.6206
Fisker Night Club,-2929.8005
Credit Card Payment,-2772.0
Navient - Student Loans,-3546.0
BuyBuyBaby.com,31.19
Gas & Electric,-576.0
Best Western Hotel,25.64
Green Flash Brewery,-3736.7805
ACS - Student Loans,-2430.0
Jerome's Furniture,106.7
Owl Night Club,-3653.0498
Netflix Subscription,-89.81998
Von's Groceries,-959.02
Cancun Beach Resort,15.85

User Id : 19370,
Podcast Subscription,-3677.8809
Ralph's Grocery Store,-976.89996
Red Box DVD Rental,-3796.6697
PlayStation Membership,-4542.2104
Starbucks Coffee,-1005.00995
Taxi,-2217.4304
FedEx Shipping,29.94
Lyft,-2007.2004
Amazon Order - Baby Crib,4.85
On Demand Movie,-4377.9307
Home Depot,118.43
Pet Smart,-4146.6997
Pet Supply - Cat Food,-4244.941
Public Transportation - Bus Pass,-3505.67
Sprouts Market,-1931.66
Restaurant - Pizza,-1187.13
Babies "R" Us,14.37
Wedding Planner,6.36
Uber,-2789.1606
Wine Delivery,-3791.4194
Time Warner Cable,-450.0
Southwest Flights - Cancun,37.65
Paycheck,40940.0
Housing Rent,-19187.0
Kay Jewelry,15.94
Hospital - Prenatal Care,60.64
Refrigerator Depot,70.27
Food Delivery - Uber Eats,-4844.45
Food Delivery - GrubHub,-5253.6587
Mark's Movers,34.93
Restaurant - Steakhouse,-1056.0901
Public Transportation - Train Pass,-2275.5896
Hamilton Move & Storage,32.62
Whole Foods,-999.9499
Restaurant - Burgers,-1010.12
Restaurant - Chinese,-1196.6698
Credit Card Payment,-2772.0
BuyBuyBaby.com,9.89
On Demand TV,-2799.49
Gas & Electric,-576.0
Jerome's Furniture,32.54
Von's Groceries,-1154.59
Cancun Beach Resort,37.76

User Id : 13799,
Podcast Subscription,-3877.2002
Ralph's Grocery Store,-1056.76
Red Box DVD Rental,-4298.469
PlayStation Membership,-3158.2795
Starbucks Coffee,-1313.66
Taxi,-3291.4292
Lyft,-3101.4397
On Demand Movie,-4054.6094
Pet Smart,-5061.471
Pet Supply - Cat Food,-3737.3296
Public Transportation - Bus Pass,-2273.1902
Sprouts Market,-840.63995
Restaurant - Pizza,-1424.8701
Wedding Planner,15.22
Uber,-2682.9507
Wine Delivery,-3880.6992
Time Warner Cable,-450.0
Southwest Flights - Cancun,24.59
Paycheck,13800.0
Housing Rent,-19585.0
Kay Jewelry,34.06
Food Delivery - Uber Eats,-3679.5198
Food Delivery - GrubHub,-3904.5
Restaurant - Steakhouse,-1724.9
Public Transportation - Train Pass,-2627.8396
Whole Foods,-1908.4398
Restaurant - Burgers,-1550.3901
Restaurant - Chinese,-928.32007
Navient - Student Loans,-3546.0
On Demand TV,-4154.9106
Netflix Subscription,-89.81998
Von's Groceries,-1405.6499
Cancun Beach Resort,42.16

User Id : 72851,
Ralph's Grocery Store,-1220.6199
Comfort Inn,77.85
NBA Ticket - Lakers,-3595.9102
Starbucks Coffee,-1202.9199
Taxi,-2710.6199
FedEx Shipping,33.25
Lyft,-2296.1401
Amazon Order - Baby Crib,9.15
Home Depot,62.19
Divorce Lawyer Fees,24.08
Dick's Sporting Goods,-3026.9792
Public Transportation - Bus Pass,-1917.9198
Athletic Apparel,-3482.3894
Restaurant - Pizza,-1294.9498
Sprouts Market,-938.22003
Babies "R" Us,12.02
Wedding Planner,6.47
Uber,-2234.9202
Amazon Order - Athletic Equipment,-3872.3003
Time Warner Cable,-450.0
Southwest Flights - Cancun,25.69
Housing Rent,-18808.0
Paycheck,18745.0
Kay Jewelry,66.1
Hospital - Prenatal Care,16.34
GNC,-4612.3105
Bike Rental,-3907.1516
Refrigerator Depot,12.96
Food Delivery - GrubHub,-1386.8799
Vitamin Shoppe,-3824.01
Mark's Movers,57.66
Restaurant - Steakhouse,-717.69995
Public Transportation - Train Pass,-2552.45
Hamilton Move & Storage,2.41
Whole Foods,-1407.06
Restaurant - Burgers,-1028.13
Restaurant - Chinese,-1571.48
Total Gym Fees,-3717.6404
Credit Card Payment,-2772.0
Navient - Student Loans,-3546.0
BuyBuyBaby.com,8.65
Gas & Electric,-576.0
NFL Ticket - Chargers,-3316.599
Best Western Hotel,33.92
Sam's Sporting Apparel,-3570.6902
ACS - Student Loans,-2430.0
Jerome's Furniture,61.78
Netflix Subscription,-89.81998
Von's Groceries,-1113.14
Cancun Beach Resort,103.0

User Id : 99128,
Podcast Subscription,-3922.5798
Ralph's Grocery Store,-1659.25
Red Box DVD Rental,-3853.1392
PlayStation Membership,-3964.77
Starbucks Coffee,-1370.79
Taxi,-1629.9303
FedEx Shipping,37.17
Lyft,-2372.71
Amazon Order - Baby Crib,1.04
On Demand Movie,-3035.8298
Home Depot,30.29
Pet Smart,-3308.4004
Pet Supply - Cat Food,-4183.9497
Public Transportation - Bus Pass,-1975.7898
Restaurant - Pizza,-1356.9003
Sprouts Market,-1291.1
Babies "R" Us,23.62
Wedding Planner,37.95
Uber,-2311.5796
Wine Delivery,-3401.92
Time Warner Cable,-450.0
Southwest Flights - Cancun,26.85
Paycheck,53580.0
Housing Rent,-20451.0
Kay Jewelry,8.62
Hospital - Prenatal Care,21.61
Refrigerator Depot,16.09
Food Delivery - Uber Eats,-3036.7002
Food Delivery - GrubHub,-5269.501
Mark's Movers,28.27
Restaurant - Steakhouse,-1124.06
Public Transportation - Train Pass,-2173.8396
Hamilton Move & Storage,9.5
Whole Foods,-1416.5597
Restaurant - Burgers,-1113.71
Restaurant - Chinese,-1001.6901
Credit Card Payment,-2772.0
Navient - Student Loans,-3546.0
BuyBuyBaby.com,97.22
On Demand TV,-2878.0896
ACS - Student Loans,-2430.0
Jerome's Furniture,25.66
Von's Groceries,-1185.8701
Cancun Beach Resort,13.26

User Id : 28143,
Ralph's Grocery Store,-1023.33014
Comfort Inn,27.36
NBA Ticket - Lakers,-3508.5496
Starbucks Coffee,-1587.0201
Taxi,-2812.2104
Lyft,-2840.9204
Amazon Order - Baby Crib,36.93
Divorce Lawyer Fees,35.2
Dick's Sporting Goods,-3796.6907
Public Transportation - Bus Pass,-2494.6301
Athletic Apparel,-4031.3591
Sprouts Market,-954.26
Restaurant - Pizza,-1337.1602
Wedding Planner,10.74
Babies "R" Us,0.93
Amazon Order - Athletic Equipment,-3696.121
Uber,-2608.0803
Southwest Flights - Cancun,32.56
Paycheck,49840.0
Housing Rent,-19092.0
Kay Jewelry,64.89
Hospital - Prenatal Care,11.2
Bike Rental,-4221.4204
GNC,-3642.55
Food Delivery - GrubHub,-1554.2
Vitamin Shoppe,-3599.9697
Restaurant - Steakhouse,-1654.0104
Public Transportation - Train Pass,-2315.66
Whole Foods,-1084.4501
Restaurant - Burgers,-1018.13007
Restaurant - Chinese,-1147.72
Total Gym Fees,-3355.6104
Credit Card Payment,-2772.0
Navient - Student Loans,-3546.0
BuyBuyBaby.com,33.07
NFL Ticket - Chargers,-3857.369
Best Western Hotel,2.32
Sam's Sporting Apparel,-3791.05
ACS - Student Loans,-2430.0
Von's Groceries,-1141.54
Cancun Beach Resort,15.52

User Id : 16060,
Amazon Order - Paint Bushes,-3525.4604
Guitar Center,-4020.1892
Credit Card Overdraft Fee,-617.69
Ralph's Grocery Store,-1149.67
Music Lessons - Piano,-3584.53
Water & Sewer,-954.0
Starbucks Coffee,-939.6501
Taxi,-3038.5898
FedEx Shipping,6.3
Housing Rent - Late Fee,-616.6501
Lyft,-2862.5798
Amazon Order - Baby Crib,37.63
Home Depot,22.24
Ashley's Craft Store,-4262.9805
Public Transportation - Bus Pass,-2215.28
Restaurant - Pizza,-1228.5503
Sprouts Market,-1301.61
Babies "R" Us,2.57
Wedding Planner,37.95
Uber,-2562.29
Time Warner Cable,-450.0
Southwest Flights - Cancun,3.9
Bank Fee - Negative Balance,-368.46997
Paycheck,32230.0
Housing Rent,-18764.0
Kay Jewelry,38.23
Hospital - Prenatal Care,52.11
Refrigerator Depot,50.06
Michael's Crafts,-3569.49
Food Delivery - GrubHub,-1400.16
Art's Art Supplies,-3247.8489
Time Warne Cable - Late Payment Fee,-675.67004
Mark's Movers,1.54
Restaurant - Steakhouse,-856.32007
Public Transportation - Train Pass,-2127.0198
Hamilton Move & Storage,7.61
Whole Foods,-1369.9396
Restaurant - Burgers,-1479.7802
Restaurant - Chinese,-1255.96
Water & Sewer - Late Payment Penalty,-597.67004
Credit Card Payment,-2772.0
Navient - Student Loans,-3546.0
BuyBuyBaby.com,53.36
Amazon Order - Paint Canvas,-4062.8
ACS - Student Loans,-2430.0
Jerome's Furniture,10.59
Art Auction,-4053.4404
Painting Course Fees,-4106.8003
Von's Groceries,-1075.1998
Cancun Beach Resort,2.43

User Id : 52299,
Ralph's Grocery Store,-1065.08
Water & Sewer,-954.0
Starbucks Coffee,-884.93994
Taxi,-2643.36
FedEx Shipping,46.78
Lyft,-3277.9204
Home Depot,2.4
Goods2 - ThinkGeek,-2654.09
Public Transportation - Bus Pass,-2607.64
Amazon Order - Biology Book,-2471.9697
Restaurant - Pizza,-1042.5
Sprouts Market,-1238.22
Wedding Planner,86.67
Uber,-2661.991
Time Warner Cable,-450.0
Southwest Flights - Cancun,29.21
Paycheck,68280.0
Housing Rent,-19449.0
Kay Jewelry,15.9
Refrigerator Depot,6.21
DVD - Star Trek,-2086.1501
Amazon Order - Star Wars Figurine,-2959.8506
Coffee,-3332.7805
Food Delivery - GrubHub,-1328.4802
Mark's Movers,28.15
Restaurant - Steakhouse,-1504.6299
Public Transportation - Train Pass,-2516.0398
Hamilton Move & Storage,21.99
Whole Foods,-915.81
Science Museum,-2434.7402
Art Museum,-1912.75
Mary's Book Store,-2176.7302
Restaurant - Burgers,-966.74
Amazon Order - Science Book,-2558.52
Restaurant - Chinese,-957.95013
Credit Card Payment,-2772.0
Gas & Electric,-576.0
ACS - Student Loans,-2430.0
Video Game - PlayStation,-2196.6104
Jerome's Furniture,20.06
Amazon Order - Mathematics Book,-2506.0796
Online Education Courses,-2914.1104
San Diego Museum,-2951.1697
Netflix Subscription,-89.81998
Von's Groceries,-784.66003
Library Membership,-1934.8801
Cancun Beach Resort,6.71

User Id : 9340,
Ralph's Grocery Store,-1030.0299
Starbucks Coffee,-1236.2002
Taxi,-2937.6006
Lyft,-1920.12
Goods2 - ThinkGeek,-2218.5999
Public Transportation - Bus Pass,-2742.2104
Amazon Order - Biology Book,-3418.5693
Sprouts Market,-1307.2301
Restaurant - Pizza,-1310.3898
Uber,-1970.6599
Time Warner Cable,-450.0
Paycheck,57240.0
Housing Rent,-18802.0
DVD - Star Trek,-2491.15
Amazon Order - Star Wars Figurine,-2784.56
Coffee,-2946.73
Food Delivery - GrubHub,-1512.4697
Restaurant - Steakhouse,-1425.7202
Public Transportation - Train Pass,-2489.73
Science Museum,-2440.4402
Whole Foods,-955.47003
Art Museum,-3048.78
Mary's Book Store,-3135.7998
Restaurant - Burgers,-1290.2098
Amazon Order - Science Book,-2246.9897
Restaurant - Chinese,-911.91003
Credit Card Payment,-2772.0
Navient - Student Loans,-3546.0
Gas & Electric,-576.0
ACS - Student Loans,-2430.0
Video Game - PlayStation,-2837.8606
Amazon Order - Mathematics Book,-2585.27
Online Education Courses,-2328.73
San Diego Museum,-3004.9011
Netflix Subscription,-89.81998
Von's Groceries,-1189.6901
Library Membership,-2777.8193

User Id : 24694,
Podcast Subscription,-3158.4302
Ralph's Grocery Store,-1532.3701
Red Box DVD Rental,-3220.5298
PlayStation Membership,-3176.8894
Starbucks Coffee,-1146.1501
Water & Sewer,-954.0
Taxi,-2486.42
FedEx Shipping,9.37
Lyft,-2544.38
Amazon Order - Baby Crib,6.8
On Demand Movie,-3835.7014
Home Depot,44.56
Pet Smart,-4641.6196
Pet Supply - Cat Food,-3889.1106
Public Transportation - Bus Pass,-1937.6002
Sprouts Market,-1318.03
Restaurant - Pizza,-1224.35
Wedding Planner,75.99
Babies "R" Us,14.0
Uber,-2605.66
Wine Delivery,-4195.8003
Time Warner Cable,-450.0
Southwest Flights - Cancun,9.14
Paycheck,41095.0
Housing Rent,-19348.0
Kay Jewelry,29.39
Hospital - Prenatal Care,33.65
Refrigerator Depot,24.77
Food Delivery - Uber Eats,-4049.299
Food Delivery - GrubHub,-5995.1196
Mark's Movers,75.63
Restaurant - Steakhouse,-1411.89
Public Transportation - Train Pass,-2450.9597
Hamilton Move & Storage,18.72
Whole Foods,-1492.3799
Restaurant - Burgers,-1293.9299
Restaurant - Chinese,-847.8099
Credit Card Payment,-2772.0
BuyBuyBaby.com,4.37
On Demand TV,-3158.2905
Gas & Electric,-576.0
ACS - Student Loans,-2430.0
Jerome's Furniture,20.95
Netflix Subscription,-89.81998
Von's Groceries,-1229.4
Cancun Beach Resort,96.14

User Id : 3122,
Amazon Order - Paint Bushes,-4897.56
Guitar Center,-4263.4106
Ralph's Grocery Store,-1083.06
Music Lessons - Piano,-4058.4097
Starbucks Coffee,-1454.0199
Taxi,-3416.9902
Lyft,-2423.059
Amazon Order - Baby Crib,62.61
Ashley's Craft Store,-3690.8804
Public Transportation - Bus Pass,-2282.12
Sprouts Market,-949.05994
Restaurant - Pizza,-1260.1199
Babies "R" Us,2.93
Uber,-3084.02
Housing Rent,-19405.0
Paycheck,11880.0
Hospital - Prenatal Care,40.25
Michael's Crafts,-4482.52
Food Delivery - GrubHub,-1337.71
Art's Art Supplies,-4229.97
Restaurant - Steakhouse,-1120.36
Public Transportation - Train Pass,-2165.3005
Whole Foods,-731.7001
Restaurant - Burgers,-1445.78
Restaurant - Chinese,-1171.1002
BuyBuyBaby.com,35.01
Amazon Order - Paint Canvas,-4980.4106
Gas & Electric,-576.0
Art Auction,-4105.1694
Painting Course Fees,-4284.31
Netflix Subscription,-89.81998
Von's Groceries,-1458.5199

User Id : 42018,
Podcast Subscription,-3658.3992
Ralph's Grocery Store,-1154.8602
Red Box DVD Rental,-3603.7905
PlayStation Membership,-3798.32
Starbucks Coffee,-1231.0802
Water & Sewer,-954.0
Taxi,-3161.6296
FedEx Shipping,4.41
Lyft,-2120.4
Amazon Order - Baby Crib,28.6
On Demand Movie,-3693.59
Home Depot,35.69
Pet Smart,-3173.07
Public Transportation - Bus Pass,-2961.2903
Pet Supply - Cat Food,-4089.851
Sprouts Market,-1247.5502
Restaurant - Pizza,-1205.4701
Babies "R" Us,17.38
Wedding Planner,19.83
Uber,-2367.3496
Wine Delivery,-3911.2603
Time Warner Cable,-450.0
Southwest Flights - Cancun,23.47
Paycheck,37200.0
Housing Rent,-18982.0
Kay Jewelry,1.68
Hospital - Prenatal Care,39.79
Refrigerator Depot,14.83
Food Delivery - Uber Eats,-4276.8413
Food Delivery - GrubHub,-4273.8506
Mark's Movers,53.72
Restaurant - Steakhouse,-913.17993
Public Transportation - Train Pass,-3143.8303
Hamilton Move & Storage,13.07
Whole Foods,-1194.7899
Restaurant - Burgers,-1616.9199
Restaurant - Chinese,-1118.89
Credit Card Payment,-2772.0
BuyBuyBaby.com,0.83
On Demand TV,-4083.2202
Gas & Electric,-576.0
Jerome's Furniture,22.62
Netflix Subscription,-89.81998
Von's Groceries,-1445.7699
Cancun Beach Resort,107.45

User Id : 76016,
Podcast Subscription,-3470.7393
Ralph's Grocery Store,-1708.36
Red Box DVD Rental,-4639.05
PlayStation Membership,-3875.459
Starbucks Coffee,-1914.13
Taxi,-2235.0894
Lyft,-2523.78
On Demand Movie,-3244.949
Pet Smart,-1982.9299
Public Transportation - Bus Pass,-3364.8696
Pet Supply - Cat Food,-3950.1797
Restaurant - Pizza,-1091.36
Sprouts Market,-970.67993
Wedding Planner,7.75
Uber,-2071.13
Wine Delivery,-3842.181
Time Warner Cable,-450.0
Southwest Flights - Cancun,97.84
Paycheck,72280.0
Housing Rent,-21053.0
Kay Jewelry,39.5
Food Delivery - Uber Eats,-4093.2205
Food Delivery - GrubHub,-6542.04
Restaurant - Steakhouse,-1031.83
Public Transportation - Train Pass,-2186.1802
Whole Foods,-1414.7303
Restaurant - Burgers,-1318.66
Restaurant - Chinese,-1500.6902
On Demand TV,-3846.7092
Von's Groceries,-1304.66
Cancun Beach Resort,18.28

User Id : 50846,
Ralph's Grocery Store,-1523.6401
Comfort Inn,1.26
Starbucks Coffee,-1439.56
Taxi,-2572.2708
Lyft,-2731.8706
Divorce Lawyer Fees,21.13
Bowling,-2796.81
Public Transportation - Bus Pass,-2447.5105
John's Bar & Restaurant,-3848.07
Restaurant - Pizza,-1073.8801
Sprouts Market,-1374.23
Uber,-2426.6199
Wine Bar,-2849.4404
Concert Ticket,-2906.1304
Paycheck,54360.0
Housing Rent,-18997.0
Karaoke Bar,-3929.4001
Seaside Bar,-2635.2202
Food Delivery - GrubHub,-1217.6702
Restaurant - Steakhouse,-1238.1104
Rodriguez's Bar and Grill,-3681.1206
Public Transportation - Train Pass,-2066.5503
Movie Ticket,-3375.3308
Whole Foods,-1084.8302
Restaurant - Burgers,-1169.5199
Restaurant - Chinese,-706.36993
Ice Skating Rink,-3685.3003
Fisker Night Club,-2816.2695
Navient - Student Loans,-3546.0
Best Western Hotel,30.27
Green Flash Brewery,-3308.4604
Owl Night Club,-3127.9204
Von's Groceries,-1158.3301

User Id : 28328,
Amazon Order - Paint Bushes,-3091.2598
Guitar Center,-4014.1401
Credit Card Overdraft Fee,-1301.45
Ralph's Grocery Store,-1240.5997
Music Lessons - Piano,-3013.69
Starbucks Coffee,-1508.8899
Water & Sewer,-954.0
Taxi,-1754.6202
FedEx Shipping,15.81
Housing Rent - Late Fee,-592.04
Lyft,-2507.71
Amazon Order - Baby Crib,11.23
Home Depot,43.09
Ashley's Craft Store,-3279.5698
Public Transportation - Bus Pass,-2365.8704
Restaurant - Pizza,-1621.3801
Sprouts Market,-1112.3301
Babies "R" Us,18.04
Wedding Planner,39.49
Uber,-2534.0598
Time Warner Cable,-450.0
Southwest Flights - Cancun,38.27
Bank Fee - Negative Balance,-390.43
Paycheck,31013.0
Housing Rent,-18296.0
Kay Jewelry,13.01
Hospital - Prenatal Care,39.8
Refrigerator Depot,27.9
Michael's Crafts,-3523.24
Food Delivery - GrubHub,-1228.8202
Art's Art Supplies,-2837.6292
Time Warne Cable - Late Payment Fee,-417.72995
Mark's Movers,37.34
Restaurant - Steakhouse,-1696.9498
Public Transportation - Train Pass,-2110.18
Hamilton Move & Storage,35.56
Whole Foods,-1464.9698
Restaurant - Burgers,-1045.93
Restaurant - Chinese,-1215.1202
Water & Sewer - Late Payment Penalty,-332.12
Credit Card Payment,-2772.0
Navient - Student Loans,-3546.0
BuyBuyBaby.com,28.05
Amazon Order - Paint Canvas,-3658.289
ACS - Student Loans,-2430.0
Jerome's Furniture,6.77
Art Auction,-3892.2908
Painting Course Fees,-3884.98
Netflix Subscription,-89.81998
Von's Groceries,-1584.2303
Cancun Beach Resort,34.18

User Id : 6896,
Ralph's Grocery Store,-1032.8799
Starbucks Coffee,-1138.2899
Taxi,-2561.0002
FedEx Shipping,28.73
Lyft,-2717.6204
Amazon Order - Baby Crib,24.11
Home Depot,18.83
Goods2 - ThinkGeek,-2852.4897
Public Transportation - Bus Pass,-2674.5198
Amazon Order - Biology Book,-2611.7605
Restaurant - Pizza,-1241.8202
Sprouts Market,-1298.5299
Wedding Planner,18.18
Babies "R" Us,108.71
Uber,-2318.09
Southwest Flights - Cancun,14.34
Paycheck,60811.0
Housing Rent,-18813.0
Kay Jewelry,21.81
Hospital - Prenatal Care,32.63
Refrigerator Depot,85.64
DVD - Star Trek,-2873.9697
Amazon Order - Star Wars Figurine,-3272.6794
Coffee,-3191.5098
Food Delivery - GrubHub,-1467.3401
Mark's Movers,31.88
Restaurant - Steakhouse,-899.88995
Public Transportation - Train Pass,-2402.8008
Hamilton Move & Storage,16.9
Science Museum,-3245.6902
Whole Foods,-1186.9598
Art Museum,-2522.66
Mary's Book Store,-2373.8496
Restaurant - Burgers,-1237.81
Amazon Order - Science Book,-2566.12
Restaurant - Chinese,-964.38995
Credit Card Payment,-2772.0
BuyBuyBaby.com,0.55
Gas & Electric,-576.0
Video Game - PlayStation,-2641.63
Jerome's Furniture,13.69
Amazon Order - Mathematics Book,-2968.58
Online Education Courses,-2290.6404
San Diego Museum,-2814.64
Von's Groceries,-956.70996
Library Membership,-2625.7795
Cancun Beach Resort,114.02

User Id : 28337,
Credit Card Overdraft Fee,-1509.0801
Ralph's Grocery Store,-1324.17
Comfort Inn,2.05
Starbucks Coffee,-1205.59
Taxi,-2764.8408
FedEx Shipping,21.51
Housing Rent - Late Fee,-710.6299
Lyft,-2391.4497
Amazon Order - Baby Crib,39.76
Home Depot,31.94
Divorce Lawyer Fees,69.18
Bowling,-2736.8804
Public Transportation - Bus Pass,-2327.7996
John's Bar & Restaurant,-3061.9507
Sprouts Market,-1331.6501
Restaurant - Pizza,-1237.09
Babies "R" Us,4.85
Wedding Planner,39.55
Uber,-2853.0793
Wine Bar,-3174.881
Time Warner Cable,-450.0
Southwest Flights - Cancun,28.09
Concert Ticket,-3104.82
Bank Fee - Negative Balance,-800.57
Housing Rent,-18177.0
Paycheck,52608.0
Kay Jewelry,27.72
Hospital - Prenatal Care,10.53
Seaside Bar,-3028.4797
Karaoke Bar,-2869.3203
Refrigerator Depot,55.63
Food Delivery - GrubHub,-1224.8999
Time Warne Cable - Late Payment Fee,-556.26
Mark's Movers,3.14
Restaurant - Steakhouse,-1456.9702
Rodriguez's Bar and Grill,-2396.51
Public Transportation - Train Pass,-2458.17
Movie Ticket,-2443.0095
Hamilton Move & Storage,74.34
Whole Foods,-1334.76
Restaurant - Burgers,-1175.5001
Restaurant - Chinese,-1323.6401
Ice Skating Rink,-2367.1094
Water & Sewer - Late Payment Penalty,-592.8201
Fisker Night Club,-2878.0103
Credit Card Payment,-2772.0
BuyBuyBaby.com,73.28
Gas & Electric,-576.0
Best Western Hotel,38.89
Green Flash Brewery,-2548.49
Jerome's Furniture,25.77
Owl Night Club,-1981.42
Von's Groceries,-1178.9802
Cancun Beach Resort,75.82

User Id : 41101,
Podcast Subscription,-4246.5693
Credit Card Overdraft Fee,-1110.2699
Ralph's Grocery Store,-1269.9904
Red Box DVD Rental,-3488.329
PlayStation Membership,-2671.1902
Starbucks Coffee,-1506.6603
Water & Sewer,-954.0
Taxi,-1870.61
FedEx Shipping,14.54
Housing Rent - Late Fee,-829.74
Lyft,-1898.8002
Amazon Order - Baby Crib,44.9
On Demand Movie,-4064.2693
Home Depot,19.79
Pet Smart,-3587.8296
Pet Supply - Cat Food,-3408.4302
Public Transportation - Bus Pass,-2440.1404
Sprouts Market,-1152.9001
Restaurant - Pizza,-1399.2699
Babies "R" Us,34.43
Uber,-2341.9902
Wine Delivery,-3528.5798
Time Warner Cable,-450.0
Bank Fee - Negative Balance,-573.6099
Paycheck,73120.0
Housing Rent,-19275.0
Hospital - Prenatal Care,32.07
Refrigerator Depot,77.14
Food Delivery - Uber Eats,-3114.5806
Food Delivery - GrubHub,-4503.159
Time Warne Cable - Late Payment Fee,-586.08997
Mark's Movers,11.49
Restaurant - Steakhouse,-1155.7301
Public Transportation - Train Pass,-2060.6602
Hamilton Move & Storage,2.66
Whole Foods,-1118.15
Restaurant - Burgers,-772.56995
Restaurant - Chinese,-1205.39
Water & Sewer - Late Payment Penalty,-672.2
Credit Card Payment,-2772.0
Navient - Student Loans,-3546.0
BuyBuyBaby.com,16.87
On Demand TV,-3416.1
Gas & Electric,-576.0
ACS - Student Loans,-2430.0
Jerome's Furniture,14.62
Netflix Subscription,-89.81998
Von's Groceries,-1028.99

User Id : 2805,
Amazon Order - Paint Bushes,-4236.9297
Guitar Center,-3724.7195
Ralph's Grocery Store,-1449.22
Music Lessons - Piano,-4465.1694
Starbucks Coffee,-1373.0897
Water & Sewer,-954.0
Taxi,-2148.04
FedEx Shipping,93.02
Lyft,-2709.1902
Amazon Order - Baby Crib,38.61
Home Depot,0.26
Ashley's Craft Store,-4039.3008
Public Transportation - Bus Pass,-2431.8699
Restaurant - Pizza,-1607.52
Sprouts Market,-1012.69995
Babies "R" Us,28.37
Wedding Planner,26.66
Uber,-2619.04
Time Warner Cable,-450.0
Southwest Flights - Cancun,16.94
Paycheck,39052.0
Housing Rent,-18202.0
Kay Jewelry,9.73
Hospital - Prenatal Care,5.11
Refrigerator Depot,8.1
Michael's Crafts,-4894.991
Food Delivery - GrubHub,-1249.0502
Art's Art Supplies,-4432.33
Mark's Movers,0.9
Restaurant - Steakhouse,-1145.47
Public Transportation - Train Pass,-2499.5698
Hamilton Move & Storage,31.64
Whole Foods,-1489.3099
Restaurant - Burgers,-835.81006
Restaurant - Chinese,-1349.4003
Credit Card Payment,-2772.0
Navient - Student Loans,-3546.0
BuyBuyBaby.com,48.54
Amazon Order - Paint Canvas,-3671.02
ACS - Student Loans,-2430.0
Jerome's Furniture,1.7
Art Auction,-4641.581
Painting Course Fees,-4588.0396
Netflix Subscription,-89.81998
Von's Groceries,-950.05994
Cancun Beach Resort,112.2

User Id : 37458,
Podcast Subscription,-3636.4392
Ralph's Grocery Store,-1340.8899
Red Box DVD Rental,-3974.01
PlayStation Membership,-3118.03
Starbucks Coffee,-1987.2502
Water & Sewer,-954.0
Taxi,-2092.4995
FedEx Shipping,21.98
Lyft,-2042.93
Amazon Order - Baby Crib,16.41
On Demand Movie,-3661.24
Home Depot,16.56
Pet Smart,-4515.9697
Pet Supply - Cat Food,-3883.461
Public Transportation - Bus Pass,-3105.53
Sprouts Market,-1088.76
Restaurant - Pizza,-1031.05
Babies "R" Us,16.02
Wedding Planner,8.76
Uber,-3045.0303
Wine Delivery,-3800.5696
Time Warner Cable,-450.0
Southwest Flights - Cancun,33.96
Paycheck,78720.0
Housing Rent,-19967.0
Kay Jewelry,7.02
Hospital - Prenatal Care,39.51
Refrigerator Depot,7.65
Food Delivery - Uber Eats,-3783.9004
Food Delivery - GrubHub,-4548.4004
Mark's Movers,85.61
Restaurant - Steakhouse,-1498.16
Public Transportation - Train Pass,-2578.6497
Hamilton Move & Storage,24.13
Whole Foods,-1505.18
Restaurant - Burgers,-954.8499
Restaurant - Chinese,-1686.14
Navient - Student Loans,-3546.0
BuyBuyBaby.com,13.8
On Demand TV,-3426.8591
Gas & Electric,-576.0
Jerome's Furniture,74.18
Von's Groceries,-902.65
Cancun Beach Resort,14.08

User Id : 91528,
Podcast Subscription,-3660.1396
Ralph's Grocery Store,-1078.1799
Red Box DVD Rental,-3822.1506
PlayStation Membership,-3775.0295
Starbucks Coffee,-1438.0502
Water & Sewer,-954.0
Taxi,-2279.0103
FedEx Shipping,39.92
Lyft,-3030.3804
Amazon Order - Baby Crib,3.13
On Demand Movie,-3761.4897
Home Depot,9.08
Pet Smart,-3937.5393
Public Transportation - Bus Pass,-2656.82
Pet Supply - Cat Food,-3041.38
Sprouts Market,-1227.35
Restaurant - Pizza,-1444.8097
Wedding Planner,3.48
Babies "R" Us,34.07
Uber,-2113.9402
Wine Delivery,-3893.5693
Time Warner Cable,-450.0
Southwest Flights - Cancun,20.02
Paycheck,711.0
Housing Rent,-19698.0
Kay Jewelry,22.81
Hospital - Prenatal Care,26.9
Refrigerator Depot,21.21
Food Delivery - Uber Eats,-3543.8
Food Delivery - GrubHub,-5004.1426
Mark's Movers,30.9
Restaurant - Steakhouse,-966.47003
Public Transportation - Train Pass,-2467.07
Hamilton Move & Storage,14.66
Whole Foods,-1634.11
Restaurant - Burgers,-1106.3002
Restaurant - Chinese,-1495.3398
Credit Card Payment,-2772.0
BuyBuyBaby.com,23.77
On Demand TV,-3142.03
ACS - Student Loans,-2430.0
Jerome's Furniture,1.95
Netflix Subscription,-89.81998
Von's Groceries,-1349.6
Cancun Beach Resort,27.41

